1618676990.693704        0110    000    8    02 20 2e 13 00 18 13 00
1618676990.693881        0300    000    8    00 03 00 90 00 46 15 01
1618676990.694110        0120    000    8    00 32 23 28 16 4e 70 00
1618676990.695172        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.695389        0280    000    8    03 9c 03 9e 03 99 03 9b
1618676990.698281        0180    000    6    a0 45 ff e8 f2 00
1618676990.704196        0110    000    8    02 20 3a 13 00 18 13 00
1618676990.704429        0120    000    8    00 32 33 28 16 4e 70 00
1618676990.704674        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.705170        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.705402        0280    000    8    03 99 03 98 03 9b 03 9e
1618676990.708255        0180    000    6    a0 4b ff e8 fc 00
1618676990.713615        0110    000    8    02 20 3a 13 00 18 13 00
1618676990.713848        0120    000    8    00 32 33 28 16 4e 70 00
1618676990.715170        0140    000    8    81 03 20 fc df 00 00 00
1618676990.715399        0280    000    8    03 98 03 9a 03 9a 03 99
1618676990.718253        0180    000    6    a0 b1 ff e8 06 00
1618676990.723613        0110    000    8    02 20 2e 13 00 18 13 00
1618676990.723847        0120    000    8    00 32 33 28 16 4e 70 00
1618676990.725165        0140    000    8    82 03 20 fc de 00 00 00
1618676990.725400        0280    000    8    03 99 03 97 03 9a 03 97
1618676990.725644        0290    000    8    12 00 0d 00 13 80 0e 00
1618676990.728268        0180    000    6    a0 a7 ff e8 10 00
1618676990.733603        0110    000    8    02 20 3b 13 00 18 13 00
1618676990.733835        0120    000    8    00 32 43 28 16 4e 70 00
1618676990.735160        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.735394        0280    000    8    03 9c 03 9b 03 95 03 96
1618676990.735584        0383    000    5    2c 00 00 40 ff
1618676990.738279        0180    000    6    a0 ad ff e8 1a 00
1618676990.743536        0110    000    8    02 20 3b 13 00 18 13 00
1618676990.743770        0120    000    8    00 32 43 28 16 4e 70 00
1618676990.745162        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.745395        0280    000    8    03 9a 03 98 03 95 03 98
1618676990.748337        0180    000    6    a0 93 ff e8 24 00
1618676990.753566        0110    000    8    02 20 29 13 00 18 13 00
1618676990.753800        0120    000    8    00 32 43 28 16 4e 70 00
1618676990.754043        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.755162        0140    000    8    81 03 20 fc df 00 00 00
1618676990.755395        0280    000    8    03 98 03 9a 03 96 03 95
1618676990.758254        0180    000    6    a0 99 ff e8 2e 00
1618676990.763545        0110    000    8    02 20 34 13 00 18 13 00
1618676990.763777        0120    000    8    00 32 43 28 16 4e 70 00
1618676990.764021        0301    000    8    00 00 19 00 00 51 03 00
1618676990.765157        0140    000    8    82 03 20 fc de 00 00 00
1618676990.765391        0280    000    8    03 9b 03 97 03 96 03 93
1618676990.768257        0180    000    6    a0 8f ff e8 38 00
1618676990.773581        0110    000    8    02 20 34 13 00 18 13 00
1618676990.773815        0120    000    8    00 32 43 28 16 4e 70 00
1618676990.775149        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.775385        0280    000    8    03 9a 03 9a 03 96 03 94
1618676990.778227        0380    000    8    30 ba 5e 00 c3 fb 00 00
1618676990.778446        0180    000    6    a0 f5 ff e8 42 00
1618676990.778721        0381    000    8    09 7f 00 a0 02 74 00 04
1618676990.783586        0110    000    8    02 20 23 13 00 18 13 00
1618676990.783826        0410    000    8    00 0d a3 38 a0 39 9c 00
1618676990.784059        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.785169        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.785405        0280    000    8    03 9b 03 99 03 92 03 94
1618676990.788258        0180    000    6    a0 fb ff e8 4c 00
1618676990.793622        0110    000    8    02 20 2e 13 00 18 13 00
1618676990.793863        0300    000    8    00 03 00 90 00 46 16 01
1618676990.794097        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.795162        0140    000    8    81 03 20 fc df 00 00 00
1618676990.795396        0280    000    8    03 99 03 98 03 94 03 97
1618676990.798274        0180    000    6    a0 e1 ff e8 56 00
1618676990.803614        0110    000    8    02 20 2e 13 00 18 13 00
1618676990.803850        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.804093        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.805155        0140    000    8    82 03 20 fc de 00 00 00
1618676990.805385        0280    000    8    03 9a 03 99 03 96 03 97
1618676990.808257        0180    000    6    a0 d7 ff e8 60 00
1618676990.813668        0110    000    8    02 20 1e 13 00 18 13 00
1618676990.813901        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.815171        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.815401        0280    000    8    03 98 03 98 03 98 03 90
1618676990.818256        0180    000    6    a0 dd ff e8 6a 00
1618676990.823628        0110    000    8    02 20 29 13 00 18 13 00
1618676990.823863        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.825169        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.825401        0280    000    8    03 98 03 96 03 94 03 96
1618676990.825641        0290    000    8    12 80 0d 80 14 00 0e 00
1618676990.828271        0180    000    6    a0 c3 ff e8 74 00
1618676990.834250        0110    000    8    02 20 18 13 00 18 13 00
1618676990.834484        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.835149        0140    000    8    81 03 20 fc df 00 00 00
1618676990.835380        0280    000    8    03 98 03 95 03 93 03 96
1618676990.835570        0383    000    5    2c 00 00 40 ff
1618676990.838283        0180    000    6    a0 c9 ff e8 7e 00
1618676990.843617        0110    000    8    02 20 18 13 00 17 13 00
1618676990.843851        0120    000    8    00 32 53 28 16 4e 70 00
1618676990.845160        0140    000    8    82 03 20 fc de 00 00 00
1618676990.845392        0280    000    8    03 96 03 95 03 93 03 93
1618676990.848340        0180    000    6    a0 3f ff e8 88 00
1618676990.853617        0110    000    8    02 20 21 13 00 17 13 00
1618676990.853850        0120    000    8    00 32 63 28 16 4e 70 00
1618676990.854094        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.855171        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.855401        0280    000    8    03 99 03 97 03 97 03 90
1618676990.858255        0180    000    6    a0 25 ff e8 92 00
1618676990.864238        0110    000    8    02 20 0f 14 05 17 14 00
1618676990.864470        0120    000    8    00 32 53 2a 15 4e 70 00
1618676990.864714        0301    000    8    00 00 19 00 00 51 03 00
1618676990.865160        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.865392        0280    000    8    03 97 03 9b 03 94 03 92
1618676990.868258        0180    000    6    a0 2b ff e8 9c 00
1618676990.873559        0110    000    8    02 20 0f 14 00 17 14 00
1618676990.873795        0120    000    8    00 32 53 2b 15 4e 70 00
1618676990.874035        0510    000    8    04 7e 36 27 00 00 00 00
1618676990.875161        0140    000    8    81 03 20 fc df 00 00 00
1618676990.875391        0280    000    8    03 97 03 99 03 91 03 93
1618676990.878236        0380    000    8    60 ba 5e 00 c3 fb 00 00
1618676990.878452        0180    000    6    a0 11 ff e8 a6 00
1618676990.878726        0381    000    8    09 7f 00 a0 02 74 00 04
1618676990.883564        0110    000    8    02 20 17 14 00 17 14 00
1618676990.883802        0410    000    8    00 0d 94 39 1e 39 9c 00
1618676990.884037        0120    000    8    00 32 53 2c 15 4e 70 00
1618676990.885159        0140    000    8    82 03 20 fc de 00 00 00
1618676990.885389        0280    000    8    03 97 03 95 03 95 03 96
1618676990.888263        0180    000    6    a0 07 ff e8 b0 00
1618676990.894068        0110    000    8    02 20 08 14 00 17 14 00
1618676990.894306        0300    000    8    00 03 00 90 00 46 18 01
1618676990.894541        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.895166        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.895398        0280    000    8    03 97 03 95 03 97 03 96
1618676990.898275        0180    000    6    a0 0d ff e8 ba 00
1618676990.903580        0110    000    8    02 20 08 14 00 17 14 00
1618676990.903812        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.904055        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.905165        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.905400        0280    000    8    03 98 03 96 03 98 03 92
1618676990.908258        0180    000    6    a0 73 ff e8 c4 00
1618676990.913664        0110    000    8    02 20 11 14 00 17 14 00
1618676990.913895        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.915156        0140    000    8    81 03 20 fc df 00 00 00
1618676990.915385        0280    000    8    03 96 03 96 03 95 03 93
1618676990.918260        0180    000    6    a0 79 ff e8 ce 00
1618676990.923626        0110    000    8    02 1f fa 14 00 17 14 00
1618676990.923858        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.925154        0140    000    8    82 03 20 fc de 00 00 00
1618676990.925387        0280    000    8    03 96 03 94 03 97 03 95
1618676990.925627        0290    000    8    12 80 0d 80 14 00 0e 80
1618676990.928279        0180    000    6    a0 6f ff e8 d8 00
1618676990.933639        0110    000    8    02 1f fa 14 00 17 14 00
1618676990.933873        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.935177        0140    000    8    83 03 20 fc dd 00 00 00
1618676990.935412        0280    000    8    03 97 03 95 03 95 03 94
1618676990.935598        0383    000    5    2c 00 00 40 ff
1618676990.938282        0180    000    6    a0 55 ff e8 e2 00
1618676990.943657        0110    000    8    02 20 01 14 00 17 14 00
1618676990.943889        0120    000    8    00 32 53 2d 15 4e 70 00
1618676990.945165        0140    000    8    80 03 20 fc e0 00 00 00
1618676990.945399        0280    000    8    03 95 03 95 03 9f 03 95
1618676990.948337        0180    000    6    a0 5b ff e8 ec 00
1618676990.953630        0110    000    8    02 1f f1 14 00 17 14 00
1618676990.953862        0120    000    8    00 32 43 2e 15 4e 70 00
1618676990.954106        01a0    000    8    00 0c 30 61 00 00 00 00
1618676990.955161        0140    000    8    81 03 20 fc df 00 00 00
1618676990.955390        0280    000    8    03 95 03 9b 03 98 03 98
1618676990.958261        0180    000    6    a0 41 ff e8 f6 00
1618676990.963654        0110    000    8    02 1f f1 14 00 18 14 00
1618676990.963874        0120    000    8    00 32 43 2e 15 4e 70 00
1618676990.964111        0301    000    8    00 00 19 00 00 51 03 00
1618676990.965203        0140    000    8    82 03 20 fc de 00 00 00
1618676990.965437        0280    000    8    03 95 03 95 03 95 03 98
1618676990.968301        0180    000    6    a0 b7 ff e8 00 00
1618676990.973665        0110    000    8    02 1f fc 14 00 18 14 00
1618676990.973896        0120    000    8    00 32 53 2e 15 4e 70 00
